,word,idf
76,receiveing,19.0801825454561
77,cubism,12.035788426097646
78,impiously,19.665145046177255
79,tagalong,17.85779012411965
80,azaleastrum,19.665145046177255
81,hazan,14.910257544013787
82,rely,7.635167699587675
83,insolence,13.307593041559171
84,overruled,10.463021222346795
85,saxony,8.459046432181458
86,toolhouse,19.0801825454561
87,absorbent,12.541023734348068
88,scabious,15.307593041559173
89,imploded,12.648336758490702
90,ferocity,11.419592339921573
91,dampen,12.412479613727005
92,futurology,15.665145046177255
93,admonishment,14.189411615210856
94,lankiest,20.665145046177255
95,herodotus,10.857790124119651
96,tritely,19.0801825454561
97,executioner,10.646944867364029
98,kalpac,20.665145046177255
99,auxin,14.32529504329263
100,amphetamine,11.368228839297966
101,marching,8.177556199791225
102,malodor,17.665145046177255
103,fountainhead,13.495220044734943
104,marang,15.53586202923229
105,stenosed,18.343216951289893
106,senefelder,17.0801825454561
107,clayey,13.316416891946178
108,unraveler,20.665145046177255
109,calorie,10.84177780613102
110,paperhanger,16.758254450568735
111,nautch,14.992719704205758
112,roister,18.0801825454561
113,buying,7.5738749643557925
114,perimeter,8.624170447359948
115,prokofiev,11.543611528837223
116,cozier,16.20571342753996
117,linearized,13.950899528511133
118,surgery,6.691716730637155
119,spectacle,9.301557799652679
120,modelling,9.372248290768082
121,reprisal,9.89696072140033
122,dphil,12.56711296321673
123,earthiest,19.0801825454561
124,oxidizer,12.32529504329263
125,hocking,12.813396004761197
126,macadamize,19.0801825454561
127,yiddish,9.9119282969983
128,abstractionism,15.85779012411965
129,rollo,12.226353193598994
130,similarity,6.966114898290835
131,tersely,14.577682204926916
132,marchland,15.71094873579038
133,predated,10.653917790754
134,ng,9.57569456506135
135,elymus,15.665145046177255
136,monarch,7.69270367961372
137,quadruplex,14.85779012411965
138,caruncle,15.910257544013787
139,goidelic,14.556620589399087
140,prudishly,19.0801825454561
141,pdflp,18.665145046177255
142,cording,15.379742827315008
143,must,4.275362481901973
144,lumped,11.832255032012513
145,ketoaciduria,20.665145046177255
146,passer,10.913600987088156
147,factorisation,15.85779012411965
148,sporty,11.63723904960737
149,pronate,17.20571342753996
150,asplenium,14.883785332652597
151,cocytus,16.665145046177255
152,judder,16.343216951289893
153,chyloderma,20.665145046177255
154,smudgy,17.495220044734943
155,phonetics,12.072688008909173
156,hurry,10.020387453660998
157,yb,14.343216951289893
158,gantry,11.767299590171744
159,kadikoy,17.20571342753996
160,interpreted,7.261999840507459
161,crax,16.41721753273367
162,virulence,12.145508793334042
163,transmigrates,18.343216951289893
164,klinefelter,15.110556194499619
165,squinter,18.343216951289893
166,bryanthus,20.665145046177255
167,percolating,13.978644518994036
168,chivy,20.665145046177255
169,agincourt,12.365937027789975
170,variolation,16.343216951289893
171,supremer,20.665145046177255
172,defined,5.57354437428998
173,twites,20.665145046177255
174,relearned,16.343216951289893
175,mammuthus,16.021288856402528
176,photographes,18.343216951289893
177,several,2.411025272290056
178,protractile,17.20571342753996
179,peritoneum,13.515397926672573
180,obstipation,19.0801825454561
181,spongy,12.582996004823382
182,lysin,18.665145046177255
183,medicated,13.3522620908929
184,restrainer,17.495220044734943
185,extracted,8.581998175360512
186,conventionalize,20.665145046177255
187,violable,19.665145046177255
188,cloyed,19.665145046177255
189,allowed,4.386151195270457
190,demoting,13.515397926672573
191,painful,8.704419051338197
192,unexcited,16.85779012411965
193,sorry,9.160326058544413
194,overstressing,16.577682204926916
195,tippy,14.32529504329263
196,sunned,18.665145046177255
197,unbelievable,10.870729179827148
198,overdriving,16.758254450568735
199,fanwort,19.0801825454561
200,hyperlipidaemia,17.85779012411965
201,hellhole,15.53586202923229
202,fletcher,8.734038213147914
203,dyer,10.365937027789977
204,tribology,15.53586202923229
205,falstaff,12.209817825872694
206,abelmosk,20.665145046177255
207,hippopotamidae,17.495220044734943
208,acerbating,20.665145046177255
209,outmaneuvered,13.189411615210856
210,outspread,15.080182545456099
211,afflict,13.495220044734943
212,writhings,20.665145046177255
213,pleasure,7.620067994242314
214,trinidadian,11.887067916641897
215,inapplicability,17.0801825454561
216,proprioceptor,16.665145046177255
217,distributees,19.665145046177255
218,cyder,16.41721753273367
219,tormenting,12.665145046177257
220,rangifer,15.665145046177255
221,merrimack,11.561857237765231
222,fafnir,14.910257544013787
223,bacteriological,13.465472701340891
224,disheartened,12.157350405978558
225,nephritis,13.41721753273367
226,traded,6.736719201788196
227,viziership,18.343216951289893
228,canape,17.665145046177255
229,denationalisation,18.0801825454561
230,truelove,15.71094873579038
231,furor,12.398358505482355
232,clomipramine,15.758254450568737
233,soaped,17.85779012411965
234,peddler,11.893655576676656
235,belay,14.495220044734943
236,midfield,9.10959727453019
237,loco,10.70804300461497
238,ctenizidae,17.665145046177255
239,canasta,15.307593041559173
240,dehumanises,19.0801825454561
241,alliterated,20.665145046177255
242,haunted,8.769948473613914
243,fan,5.084680360456336
244,germinating,13.398358505482353
245,anorgasmia,16.665145046177255
246,solidness,17.85779012411965
247,paresthesia,14.021288856402531
248,flighty,13.857790124119653
249,vine,8.335348707956554
250,cere,10.950899528511131
251,woodcraft,13.56711296321673
252,sculpts,14.73440770861437
253,moliere,15.71094873579038
254,tasseled,16.141583090120243
255,impudence,14.53586202923229
256,gating,13.436326355681373
257,mors,13.361364298000153
258,delineates,13.04309322672088
259,conglomerating,18.0801825454561
260,taurotragus,16.85779012411965
261,guessing,11.386695587956774
262,foreseeable,10.77944867283786
263,multiplicatively,15.964705328036162
264,untruthful,14.29010561483033
265,protrusion,11.482750692772726
266,pivot,10.310895664232014
267,hustler,11.189411615210858
268,allure,11.716777814592577
269,bilgewater,18.0801825454561
270,filefish,16.0801825454561
271,weeny,15.910257544013787
272,infallible,12.076430410594991
273,triptych,11.687865122677339
274,scincidae,14.53586202923229
275,pilose,16.495220044734943
276,upright,8.590669045442755
277,catasetum,19.665145046177255
278,uzbekistan,9.927052786556764
279,gamier,18.0801825454561
280,emasculating,15.910257544013787
281,subjacent,15.910257544013787
282,minium,17.665145046177255
283,placable,19.0801825454561
284,spiting,17.665145046177255
285,punnet,18.665145046177255
286,subdirectory,14.515397926672573
287,kellogg,10.547501944788163
288,bastard,9.747027195145483
289,interpretation,6.536425692080204
290,deflagration,15.53586202923229
291,cantankerously,20.665145046177255
292,resister,12.807164051049684
293,masseur,13.79478032659385
294,gandhian,12.782501996815414
295,yearbook,9.601075965791745
296,northman,14.021288856402531
297,sanely,17.665145046177255
298,chylomicron,15.910257544013787
299,cateres,20.665145046177255
300,hyphen,11.268540264995396
301,ownes,16.665145046177255
302,douses,14.85779012411965
303,paragraphed,20.665145046177255
304,stalactite,12.316416891946178
305,trifluoromethane,18.343216951289893
306,sidewall,13.17329194984758
307,favorableness,20.665145046177255
308,paramecia,17.85779012411965
309,hearkened,14.910257544013787
310,nowrooz,19.0801825454561
311,retelling,10.467928353067203
312,masoretic,12.857790124119653
313,disreputably,18.665145046177255
314,commination,19.0801825454561
315,interjected,14.080182545456099
316,disassociation,14.515397926672573
317,exposited,17.0801825454561
318,littered,11.343216951289893
319,perigonium,18.0801825454561
320,archipallium,18.665145046177255
321,stravinskyan,20.665145046177255
322,material,4.413292837015842
323,hamelin,12.525593693778461
324,enceliopsis,20.665145046177255
325,sander,8.854171826175092
326,showy,11.517940121235027
327,masculinisation,19.665145046177255
328,shoplifted,15.85779012411965
329,gnomon,13.950899528511133
330,shock,7.126349863310818
331,tinkly,17.20571342753996
332,marlite,20.665145046177255
333,preachment,17.495220044734943
334,uncoiling,16.495220044734943
335,environment,5.2156094636824575
336,blazoning,16.577682204926916
337,brotherhood,8.76276993169123
338,catholicizing,20.665145046177255
339,rogation,15.272827623398495
340,whimsicality,16.41721753273367
341,reconsidereds,20.665145046177255
342,beneficial,8.320294362234263
343,podargidae,15.665145046177255
344,fanion,16.495220044734943
345,stack,8.57934066589917
346,bodensee,13.964705328036162
347,generalization,9.678591896420597
348,monarchy,8.00693356342546
349,countersignature,16.85779012411965
350,amarillo,11.149445207893212
351,insipid,13.189411615210856
352,bunyaviridae,17.20571342753996
353,electromagnetism,12.24729253129136
354,proconvertin,18.665145046177255
355,picometer,15.964705328036162
356,wildness,13.426740306852176
357,tranquilized,15.41721753273367
358,notifies,12.495220044734943
359,cotswold,11.309793949752443
360,neritidae,16.272827623398495
361,relives,14.006933563425461
362,davy,8.009390736033039
363,extrasystole,17.495220044734943
364,greenhouse,9.113917442578966
365,punic,11.349995483920955
366,decokes,20.665145046177255
367,segmented,11.097188970761788
368,nutty,12.046759543918649
369,copulation,11.512860203870673
370,civilised,12.46057390192805
371,basalt,10.108638991505327
372,preempt,12.370524297285629
373,seafront,11.923678059776108
374,lethal,8.744047958070462
375,practicality,11.266401354239061
376,luxe,12.728507107174684
377,swing,7.4818198216526435
378,psychosexual,14.035788426097646
379,microeconomist,17.665145046177255
380,weeklong,13.379742827315008
381,hinduism,9.390766892930891
382,hiccupping,18.0801825454561
383,foundered,11.382056693153253
384,greenockite,18.343216951289893
385,wellpoint,16.20571342753996
386,desiring,10.770327282869312
387,scrupulously,12.758254450568737
388,czechoslovakian,11.596366768191842
389,bugloss,16.0801825454561
390,housing,5.657329349511834
391,fireclay,14.687865122677339
392,mandola,14.73440770861437
393,amblygonite,18.343216951289893
394,schoolfriend,13.631722044639805
395,duomo,12.475320487297237
396,demonetise,19.665145046177255
397,upholding,10.535862029232288
398,bloodworm,14.71094873579038
399,essene,13.832255032012513
400,spiced,11.927052786556764
401,discriminating,11.515397926672573
402,whispering,11.249403277887165
403,hb,11.368228839297966
404,calendared,17.20571342753996
405,schlep,17.343216951289893
406,reappearance,11.336470118849308
407,raffinose,16.577682204926916
408,penial,15.910257544013787
409,male,4.842773386213928
410,stallion,9.98390663439945
411,coda,10.53973157569394
412,jean,6.339207215313755
413,galwegian,15.964705328036162
414,reversible,10.210845752557356
415,broadens,12.758254450568737
416,dichotomous,13.609862610676064
417,nodule,11.477792972976758
418,clapper,12.338715559054952
419,glassings,19.665145046177255
420,reintegrated,13.213933934344926
421,coordinateing,20.665145046177255
422,preformation,17.343216951289893
423,programmed,8.743304109102764
424,recent,4.457558704644586
425,lamplighter,14.343216951289893
426,comprehending,13.389020640903016
427,cetrimide,18.665145046177255
428,retinol,14.992719704205758
429,burdensome,12.431525369417553
430,coding,9.477792972976758
431,jakes,13.546203973453748
432,untenanted,16.141583090120243
433,railcar,10.713860331210283
434,quaver,14.307593041559171
435,bipolar,10.495220044734943
436,secessionism,15.379742827315008
437,micropogonias,18.343216951289893
438,profanes,17.85779012411965
439,hoarse,12.992719704205761
440,mould,10.022190822696924
441,sublimely,14.964705328036162
442,japanese,5.117919122752057
443,whisper,10.149445207893212
444,obsidian,11.510326937125152
445,pillowes,20.665145046177255
446,skated,11.20776416710472
447,trotline,17.495220044734943
448,indenture,12.56711296321673
449,antiparallel,13.546203973453748
450,poliovirus,15.02128885640253
451,korzybski,15.665145046177255
452,survival,7.181581158052161
453,mycology,13.67646035940509
454,delicious,10.517940121235027
455,serotine,15.71094873579038
456,propel,10.220130200308832
457,tubal,14.050435202062046
458,sublimated,14.41721753273367
459,winterised,18.343216951289893
460,carcajou,17.85779012411965
461,schemeing,20.665145046177255
462,mayhem,10.258940040758402
463,reptilia,15.307593041559173
464,commercializing,13.896960721400328
465,libel,9.703695351779059
466,rainstorm,11.510326937125152
467,understandingly,17.85779012411965
468,verbatim,11.080182545456099
469,unflustered,17.495220044734943
470,sarda,14.665145046177257
471,reneged,11.883785332652595
472,incompressible,12.99980912899208
473,tantamount,11.816522105747918
474,autacoid,18.343216951289893
475,brahman,11.490219363676577
476,impugnes,20.665145046177255
477,inebriated,12.169290019290084
478,cloistral,19.665145046177255
479,prevalence,9.25045981037004
480,gunpowder,9.71094873579038
481,dietetic,14.307593041559171
482,sawfly,13.923678059776107
483,balaenopteridae,17.343216951289893
484,talus,12.122113225922018
485,bimonthly,11.230516818540531
486,quipped,11.365937027789977
487,algal,11.903593813732776
488,intumescence,18.343216951289893
489,hearth,10.687865122677339
490,includeed,20.665145046177255
491,sensorial,15.272827623398495
492,candlestick,11.755251962407215
493,lowing,15.85779012411965
494,frankfurter,11.6125769953731
495,dneprodzerzhinsk,20.665145046177255
496,discarded,8.704781037299421
497,collembolan,16.665145046177255
498,dryest,17.343216951289893
499,neuroglial,17.343216951289893
500,identified,5.326025759656157
501,underscoring,12.97165808867793
502,polysyllable,16.85779012411965
503,fiery,9.570407541129162
504,sluggish,11.061518701191062
505,livid,12.495220044734943
506,scylla,13.620750926818802
507,burglar,11.02490010995491
508,brutalization,16.20571342753996
509,pockmarking,20.665145046177255
510,anthropologist,9.010509017649287
511,ordination,9.42494999219733
512,mobilize,10.577682204926916
513,megabat,13.577682204926916
514,trepanning,16.021288856402528
515,avesta,13.057814732427644
516,pinata,15.85779012411965
517,irresoluteness,19.665145046177255
518,teleology,14.255754110039552
519,shellacking,16.665145046177255
520,spiritess,20.665145046177255
521,lightheartedness,16.141583090120243
522,secularize,15.238880291475157
523,mesantoin,20.665145046177255
524,weaker,8.67220671001144
525,grume,19.0801825454561
526,simulate,9.440540364638755
527,giggling,13.53586202923229
528,antidote,10.653917790754
529,nurture,10.556620589399087
530,prefixation,15.807164051049684
531,treeless,12.398358505482355
532,bonxie,17.665145046177255
533,identifying,7.756189568887793
534,benefitted,11.230516818540531
535,italic,9.633099319246448
536,hamilton,6.772981736315289
537,london,3.961268501894677
538,rapper,8.054350877124072
539,reappraises,19.665145046177255
540,turkey,6.58641047212427
541,spoonful,12.530718725956328
542,newscast,9.174795540437968
543,weakness,7.8433710642066865
544,beta,8.050435202062046
545,kissing,9.550101396015545
546,envision,11.93382601515219
547,flavonoid,12.916952196587795
548,cardinality,12.431525369417553
549,amendatory,16.758254450568735
550,bathyscape,19.665145046177255
551,continuousness,20.665145046177255
552,debaser,16.41721753273367
553,marlstone,16.495220044734943
554,spendthrift,13.3522620908929
555,prophecy,9.103379782549547
556,ploceidae,13.095289437846308
557,acrosome,15.964705328036162
558,sprayed,10.615296496726693
559,ignoramus,15.495220044734944
560,seb,12.950899528511133
561,gamester,15.807164051049684
562,snatched,11.421971062704303
563,internationalism,12.520486803345372
564,devious,11.528153934097025
565,braise,17.665145046177255
566,insolated,19.665145046177255
567,lacelike,18.665145046177255
568,belaboring,17.665145046177255
569,roadhouse,12.072688008909173
570,debt,6.780211398227493
571,hybridizing,14.687865122677339
572,sarcastic,10.401875845804593
573,sicken,15.343216951289893
574,rattigan,13.67646035940509
575,rivetter,19.665145046177255
576,transmittable,16.41721753273367
577,bayes,12.764278238196505
578,micrometeorite,15.343216951289893
579,ineffable,13.41721753273367
580,anthelminthic,16.665145046177255
581,cooling,8.42494999219733
582,dictaphone,14.343216951289893
583,liverwort,12.74628180890266
584,unendowed,19.0801825454561
585,hyperthermal,17.85779012411965
586,furrow,11.375126199244637
587,topknot,14.222201550328526
588,uninviting,15.272827623398495
589,vasodilator,13.556620589399087
590,suiting,13.16529915909405
591,pyrophorus,18.665145046177255
592,devilwood,18.665145046177255
593,naprapath,20.665145046177255
594,hydrokinetics,20.665145046177255
595,batholite,20.665145046177255
596,naively,12.782501996815414
597,reshapes,15.807164051049684
598,xli,12.642777233148802
599,tranquilising,18.343216951289893
600,prorogues,19.0801825454561
601,abele,13.923678059776107
602,fetich,19.665145046177255
603,cryptical,17.665145046177255
604,recites,11.475320487297239
605,pleione,16.272827623398495
606,unsegregated,17.0801825454561
607,inappropriate,8.650078512946966
608,airway,8.708043004614968
609,carpathians,11.609862610676064
610,legitimizes,15.455691680548306
611,undulatory,16.272827623398495
612,leontocebus,20.665145046177255
613,viniculture,15.110556194499619
614,anamorphic,12.222201550328526
615,kiddy,13.515397926672573
616,mellowness,16.272827623398495
617,bitumastic,19.665145046177255
618,promisingly,13.923678059776107
619,logarithmically,14.782501996815414
620,frequency,6.623999278700925
621,glowworm,15.050435202062046
622,discoloring,17.343216951289893
623,impressing,10.431525369417553
624,candidiasis,14.379742827315008
625,atomising,18.665145046177255
626,eyeing,13.631722044639805
627,consists,4.716184723097733
628,goosey,15.964705328036162
629,equalises,17.0801825454561
630,thyreophoran,16.665145046177255
631,rani,10.649729993790567
632,halab,15.85779012411965
633,afforested,15.71094873579038
634,metamorphopsia,18.343216951289893
635,facilitating,9.432724119001179
636,speciation,11.978644518994036
637,purposelessly,19.0801825454561
638,robbing,10.488971897069765
639,draconian,12.054120248869904
640,wonderment,14.343216951289893
641,deister,16.20571342753996
642,scophthalmus,17.85779012411965
643,ravishings,20.665145046177255
644,furthest,10.492717537531773
645,impassive,14.665145046177257
646,muztag,19.0801825454561
647,defibrillation,14.883785332652597
648,emitting,10.765788123254145
649,vagabond,11.389020640903018
650,monument,6.305875915215766
651,gibbeting,17.665145046177255
652,mousse,13.687865122677339
653,scutcheon,19.665145046177255
654,sating,18.0801825454561
655,fonteyn,13.992719704205761
656,alcott,12.92367805977611
657,reseeds,20.665145046177255
658,bunion,15.343216951289893
659,gothic,7.547988985261214
660,barbarea,17.85779012411965
661,slurped,19.665145046177255
662,nautilus,11.810276662917017
663,slough,10.713860331210283
664,ushering,11.97165808867793
665,harmless,9.81183549077358
666,stomatopoda,18.0801825454561
667,artamus,16.495220044734943
668,planetesimal,14.964705328036162
669,stylize,16.758254450568735
670,indusial,19.665145046177255
671,astilbe,17.343216951289893
672,peripateticism,18.343216951289893
673,polemises,20.665145046177255
674,miro,12.561857237765231
675,viest,18.343216951289893
676,stab,9.379164940249042
677,disunited,14.14158309012024
678,refashions,18.343216951289893
679,bangor,10.061518701191062
680,redeemable,12.985664946671807
681,reliable,7.354532264517727
682,codetalker,17.20571342753996
683,willard,9.744792190762174
684,weakening,9.44114337197915
685,reset,9.998921043374075
686,topside,12.637239049607372
687,stroma,13.080182545456099
688,chastest,20.665145046177255
689,ummah,13.272827623398495
690,normalized,10.337592402096014
691,mamilla,16.665145046177255
692,roughcast,15.577682204926916
693,decent,8.932553610212246
694,engrossed,12.46057390192805
695,macroglia,19.665145046177255
696,reestablishing,12.389020640903016
697,dread,10.576356807460348
698,racking,11.950899528511133
699,skimpier,17.85779012411965
700,pentastomid,18.665145046177255
701,affective,11.596366768191842
702,sterility,12.693601492226483
703,unscholarly,15.964705328036162
704,tumour,10.480269703268972
705,altace,18.665145046177255
706,colocasia,15.620750926818802
707,skit,9.894481153260495
708,ammonification,19.665145046177255
709,sobbingly,18.665145046177255
710,spacewalking,15.910257544013787
711,anthropology,8.810666212005625
712,emphysema,11.682151471482944
713,christella,19.665145046177255
714,springless,18.343216951289893
715,leptorrhine,19.665145046177255
716,beneficiate,20.665145046177255
717,matchbook,14.41721753273367
718,loranthus,17.0801825454561
719,postgraduate,8.65461694029077
720,sunsing,18.665145046177255
721,holiness,10.373974346855393
722,edict,9.46731404816506
723,respires,17.20571342753996
724,tussilago,18.343216951289893
725,whiteface,14.125986235069222
726,obstruct,11.279282645535794
727,inconvenient,10.825941258080311
728,wicca,12.665145046177257
729,shuffled,11.445976525715094
730,annapolis,9.98039642575563
731,trammeled,18.0801825454561
732,shorthorn,13.937224591614058
733,scenically,15.307593041559173
734,gaudy,12.642777233148802
735,veronese,12.39368201827288
736,forecastle,11.676460359405088
737,hydrophyte,17.665145046177255
738,bowery,11.561857237765231
739,corduroyed,19.665145046177255
740,comedian,7.412775278251227
741,turtle,8.451433248071583
742,afterpiece,16.0801825454561
743,leeds,7.708043004614969
744,butterwort,15.53586202923229
745,morse,9.538440573334066
746,sandglass,17.0801825454561
747,underwrites,15.495220044734944
748,castilleja,15.272827623398495
749,sextet,11.41721753273367
750,enterobiasis,18.665145046177255
751,cordarone,20.665145046177255
752,litigate,13.896960721400328
753,naturalisation,13.222201550328526
754,abrader,19.0801825454561
755,gelatinous,12.379742827315008
756,middle,4.30186580822611
757,leaflet,9.590334585016802
758,divisive,10.761263200441075
759,juicy,11.495220044734943
760,glut,12.137668040116859
761,prevaricating,17.495220044734943
762,farcical,12.006933563425461
763,industrialism,14.050435202062046
764,unbending,14.29010561483033
765,aeolic,15.14158309012024
766,colombian,8.935099543298055
767,hectically,18.343216951289893
768,stipulate,12.14158309012024
769,sprue,15.110556194499619
770,graverobber,16.141583090120243
771,poisonous,9.670084579144536
772,cubical,13.599055855719484
773,battling,8.772222822546663
774,trillionth,16.495220044734943
775,bonier,19.665145046177255
776,pushed,6.790739969767767
777,bet,8.389602490090533
778,headlong,12.490219363676575
779,myonecrosis,16.964705328036164
780,distortionist,20.665145046177255
781,bumbling,11.575032626512968
782,plantes,13.67646035940509
783,rivalrous,16.20571342753996
784,hardhearted,17.665145046177255
785,obeys,11.913600987088156
786,judaica,13.16529915909405
787,synchronise,13.857790124119653
788,virtuosity,11.343216951289893
789,horn,7.188905139853404
790,unitize,19.0801825454561
791,brash,11.108638991505327
792,stela,12.480269703268972
793,maleficence,19.665145046177255
794,salving,17.665145046177255
795,misread,12.776401797278995
796,drooped,14.883785332652597
797,litas,14.992719704205758
798,transmute,14.050435202062046
799,jones,5.891593699748751
800,aerosolised,18.0801825454561
801,relive,12.398358505482355
802,linseed,12.770327282869312
803,presuppose,13.937224591614058
804,lorikeet,13.361364298000153
805,unkept,16.495220044734943
806,untaped,19.665145046177255
807,apostrophizes,18.665145046177255
808,diverge,10.677881034104717
809,asvins,17.20571342753996
810,kiev,8.960376806814656
811,basia,14.73440770861437
812,idiom,9.787094133448718
813,moonlighted,14.379742827315008
814,delivering,7.934887210522501
815,betrothal,11.957785914096371
816,necrosis,10.92031120867771
817,festoon,14.021288856402531
818,ailings,20.665145046177255
819,cervus,13.770327282869312
820,misunderstands,13.620750926818802
821,rotl,15.379742827315008
822,humbugging,19.665145046177255
823,tabularized,20.665145046177255
824,interdiction,11.195503228937739
825,spoon,9.840981836433096
826,fermat,12.593682683620631
827,reinvented,11.45082592537649
828,exotoxin,15.02128885640253
829,cyclops,11.181329268912998
830,publish,7.306081862498962
831,negativing,20.665145046177255
832,clambake,14.964705328036162
833,woolgatherer,19.0801825454561
834,turtleneck,13.937224591614058
835,jobbing,13.832255032012513
836,behaves,10.498981963531142
837,healthier,10.92031120867771
838,plica,15.173291949847581
839,resorption,13.334228168062637
840,brucellosis,14.577682204926916
841,tantalizer,19.665145046177255
842,abidings,19.665145046177255
843,sightsaw,20.665145046177255
844,chondrosarcoma,16.20571342753996
845,institutionalized,10.354532264517728
846,integrity,7.808524992500409
847,sash,10.6623300305702
848,electrograph,19.0801825454561
849,wive,17.0801825454561
850,entertainingly,14.807164051049684
851,acetabular,15.495220044734944
852,mali,9.504643298621568
853,publically,17.0801825454561
854,diluted,10.627598092215077
855,pinpointing,13.923678059776107
856,caromed,16.141583090120243
857,quarryman,13.095289437846308
858,canalising,18.0801825454561
859,particularisation,19.665145046177255
860,iterate,13.81965499523288
861,enfeoffment,14.556620589399087
862,monet,11.73145439122502
863,bevel,12.740332542571474
864,forging,10.163307861274959
865,depilatory,15.85779012411965
866,throbbed,17.495220044734943
867,haltered,18.0801825454561
868,connoting,14.307593041559171
869,nimravus,19.0801825454561
870,serrating,20.665145046177255
871,motto,7.781929006125064
872,lipase,13.343216951289893
873,disavows,14.883785332652597
874,torreon,16.141583090120243
875,interiorized,18.0801825454561
876,rawboned,17.85779012411965
877,jet,6.872151455174538
878,elateridae,17.0801825454561
879,softwood,12.81965499523288
880,etruria,12.572387905257404
881,relative,5.549532365706084
882,tetragonurus,19.665145046177255
883,salvor,14.71094873579038
884,barer,15.379742827315008
885,bade,12.234692494511723
886,cogitated,20.665145046177255
887,micaceous,14.964705328036162
888,mace,10.615296496726693
889,spire,9.44900548975212
890,billet,11.309793949752443
891,gangster,8.995374157651737
892,effervescence,14.758254450568737
893,catechised,19.0801825454561
894,janus,11.480269703268972
895,mommy,12.209817825872694
896,kneecap,12.81965499523288
897,rashly,13.53586202923229
898,accusing,8.737367084094913
899,turbot,14.110556194499619
900,menuhin,12.604449114489702
901,large,3.1375687727223966
902,stimulative,16.964705328036164
903,eurocentrism,15.173291949847581
904,aplodontiidae,18.343216951289893
905,insulator,11.541023734348068
906,gawky,15.53586202923229
907,recriminating,18.665145046177255
908,coaster,9.82751711300585
909,pollen,10.013196435453809
910,sodoku,19.0801825454561
911,scream,8.618703098169943
912,fortification,8.036699506040074
913,underpayment,15.173291949847581
914,disparages,14.883785332652597
915,tetracaine,18.0801825454561
916,micrometeoritic,20.665145046177255
917,brokered,10.718238771720857
918,adulteration,13.883785332652595
919,abelia,17.20571342753996
920,marquise,12.403050200807076
921,boustrophedon,15.620750926818802
922,oryctolagus,15.050435202062046
923,brachycephaly,16.964705328036164
924,entertain,9.45630105544264
925,advice,6.522878407541554
926,correspondence,7.638621603657489
927,capricornus,14.782501996815414
928,tamandu,19.665145046177255
929,cotillion,13.665145046177257
930,antimeson,20.665145046177255
931,effector,12.114398260794013
932,sewerage,10.94233751500771
933,showroom,10.505273709398866
934,grandiosity,14.436326355681373
935,horsehead,14.050435202062046
936,plentifulness,20.665145046177255
937,address,5.78829240511754
938,musicality,12.480269703268972
939,demonstratively,15.577682204926916
940,disfunction,19.0801825454561
941,cloistered,12.807164051049684
942,pussyfooting,16.758254450568735
943,ruining,10.753753058333796
944,cavity,8.832650561841143
945,conductor,7.645380593327516
946,tactician,11.900273455441164
947,foxtail,14.17329194984758
948,gradable,18.665145046177255
949,tory,9.180825622532987
950,exigent,15.050435202062046
951,polyandrous,14.475320487297237
952,untie,13.609862610676064
953,felafel,16.758254450568735
954,globalise,17.665145046177255
955,surreal,9.801733087235618
956,mulct,18.665145046177255
